Instancia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
91,0.8,0.09,0.8,0.34,0.8,0.13,0.8,0.23,0.8,0.39,0.8,0.22,0.8,0.36,0.8,0.35,0.8,0.36,0.8,0.32,0.8,0.16,0.8,0.05,0.8,0.19,0.8,0.29,0.8,0.18,0.8,0.23,0.8,0.17,0.8,0.37,0.8,0.31,0.8,0.25,0.8,0.19,0.8,0.39,0.8,0.16,0.8,0.08,0.35,0.0,0.19,0.07,89.58
92,0.8,0.37,0.8,0.37,0.8,0.21,0.8,0.24,0.8,0.08,0.8,0.02,0.8,0.12,0.8,0.22,0.8,0.35,0.8,0.26,0.8,0.08,0.8,0.19,0.8,0.06,0.8,0.24,0.8,0.32,0.8,0.3,0.8,0.39,0.8,0.36,0.8,0.11,0.8,0.31,0.8,0.22,0.8,0.06,0.8,0.28,0.8,0.3,0.95,0.1,0.76,0.05,75.0
93,0.8,0.17,0.8,0.31,0.8,0.15,0.8,0.11,0.8,0.36,0.8,0.25,0.8,0.21,0.8,0.37,0.8,0.4,0.8,0.27,0.8,0.17,0.8,0.01,0.8,0.07,0.8,0.07,0.8,0.07,0.8,0.4,0.8,0.25,0.8,0.26,0.8,0.1,0.8,0.2,0.8,0.21,0.8,0.0,0.8,0.18,0.8,0.03,0.39,0.38,0.46,0.03,81.25
94,0.8,0.33,0.8,0.03,0.8,0.15,0.8,0.35,0.8,0.36,0.8,0.38,0.8,0.3,0.8,0.21,0.8,0.18,0.8,0.29,0.8,0.22,0.8,0.1,0.8,0.1,0.8,0.31,0.8,0.09,0.8,0.36,0.8,0.06,0.8,0.11,0.8,0.36,0.8,0.08,0.8,0.38,0.8,0.04,0.8,0.32,0.8,0.16,0.72,0.19,0.86,0.31,73.96
95,0.8,0.23,0.8,0.37,0.8,0.08,0.8,0.09,0.8,0.29,0.8,0.27,0.8,0.28,0.8,0.19,0.8,0.27,0.8,0.36,0.8,0.01,0.8,0.23,0.8,0.04,0.8,0.3,0.8,0.23,0.8,0.06,0.8,0.4,0.8,0.07,0.8,0.29,0.8,0.2,0.8,0.35,0.8,0.36,0.8,0.24,0.8,0.39,0.88,0.0,0.54,0.03,75.0
96,0.8,0.2,0.8,0.13,0.8,0.29,0.8,0.32,0.8,0.35,0.8,0.21,0.8,0.28,0.8,0.27,0.8,0.03,0.8,0.36,0.8,0.04,0.8,0.35,0.8,0.08,0.8,0.37,0.8,0.34,0.8,0.12,0.8,0.1,0.8,0.2,0.8,0.14,0.8,0.04,0.8,0.06,0.8,0.27,0.8,0.18,0.8,0.16,0.29,0.34,0.64,0.16,83.33
97,0.8,0.25,0.8,0.32,0.8,0.19,0.8,0.02,0.8,0.0,0.8,0.38,0.8,0.24,0.8,0.16,0.8,0.13,0.8,0.26,0.8,0.27,0.8,0.33,0.8,0.3,0.8,0.39,0.8,0.35,0.8,0.2,0.8,0.35,0.8,0.27,0.8,0.38,0.8,0.23,0.8,0.33,0.8,0.14,0.8,0.22,0.8,0.19,0.15,0.34,0.79,0.31,86.46
98,0.8,0.22,0.8,0.16,0.8,0.11,0.8,0.4,0.8,0.32,0.8,0.03,0.8,0.17,0.8,0.26,0.8,0.26,0.8,0.04,0.8,0.26,0.8,0.39,0.8,0.16,0.8,0.3,0.8,0.06,0.8,0.02,0.8,0.37,0.8,0.28,0.8,0.25,0.8,0.0,0.8,0.37,0.8,0.39,0.8,0.06,0.8,0.2,0.5,0.08,0.57,0.38,85.42
99,0.8,0.13,0.8,0.2,0.8,0.22,0.8,0.19,0.8,0.21,0.8,0.09,0.8,0.07,0.8,0.38,0.8,0.36,0.8,0.02,0.8,0.02,0.8,0.27,0.8,0.2,0.8,0.17,0.8,0.28,0.8,0.02,0.8,0.35,0.8,0.33,0.8,0.31,0.8,0.37,0.8,0.29,0.8,0.02,0.8,0.27,0.8,0.14,0.05,0.06,1.0,0.33,89.58
100,0.8,0.17,0.8,0.35,0.8,0.37,0.8,0.2,0.8,0.21,0.8,0.21,0.8,0.27,0.8,0.32,0.8,0.38,0.8,0.14,0.8,0.13,0.8,0.27,0.8,0.05,0.8,0.12,0.8,0.09,0.8,0.13,0.8,0.22,0.8,0.2,0.8,0.22,0.8,0.33,0.8,0.04,0.8,0.4,0.8,0.26,0.8,0.32,0.49,0.3,0.71,0.35,81.25
101,0.8,0.17,0.8,0.21,0.8,0.4,0.8,0.15,0.8,0.14,0.8,0.1,0.8,0.17,0.8,0.35,0.8,0.26,0.8,0.4,0.8,0.16,0.8,0.32,0.8,0.03,0.8,0.21,0.8,0.24,0.8,0.15,0.8,0.06,0.8,0.15,0.8,0.34,0.8,0.39,0.8,0.19,0.8,0.14,0.8,0.15,0.8,0.24,0.24,0.15,0.2,0.17,86.46
102,0.8,0.4,0.8,0.19,0.8,0.31,0.8,0.14,0.8,0.02,0.8,0.33,0.8,0.26,0.8,0.08,0.8,0.05,0.8,0.29,0.8,0.1,0.8,0.32,0.8,0.29,0.8,0.14,0.8,0.25,0.8,0.39,0.8,0.01,0.8,0.25,0.8,0.33,0.8,0.04,0.8,0.21,0.8,0.02,0.8,0.37,0.8,0.31,0.55,0.21,0.48,0.18,77.08
103,0.8,0.38,0.8,0.38,0.8,0.1,0.8,0.39,0.8,0.04,0.8,0.06,0.8,0.18,0.8,0.35,0.8,0.26,0.8,0.0,0.8,0.1,0.8,0.3,0.8,0.17,0.8,0.23,0.8,0.0,0.8,0.15,0.8,0.15,0.8,0.0,0.8,0.34,0.8,0.0,0.8,0.21,0.8,0.28,0.8,0.36,0.8,0.17,0.23,0.34,0.57,0.33,82.29
104,0.8,0.37,0.8,0.12,0.8,0.28,0.8,0.17,0.8,0.0,0.8,0.02,0.8,0.05,0.8,0.36,0.8,0.35,0.8,0.09,0.8,0.02,0.8,0.05,0.8,0.24,0.8,0.38,0.8,0.0,0.8,0.16,0.8,0.2,0.8,0.15,0.8,0.29,0.8,0.07,0.8,0.23,0.8,0.29,0.8,0.35,0.8,0.19,0.1,0.18,0.07,0.14,83.33
105,0.8,0.01,0.8,0.28,0.8,0.05,0.8,0.25,0.8,0.19,0.8,0.06,0.8,0.3,0.8,0.15,0.8,0.25,0.8,0.14,0.8,0.28,0.8,0.1,0.8,0.35,0.8,0.25,0.8,0.13,0.8,0.27,0.8,0.3,0.8,0.22,0.8,0.35,0.8,0.23,0.8,0.01,0.8,0.11,0.8,0.36,0.8,0.19,0.98,0.15,0.84,0.36,59.38
106,0.8,0.34,0.8,0.29,0.8,0.02,0.8,0.02,0.8,0.38,0.8,0.14,0.8,0.04,0.8,0.24,0.8,0.3,0.8,0.28,0.8,0.33,0.8,0.17,0.8,0.13,0.8,0.24,0.8,0.22,0.8,0.33,0.8,0.15,0.8,0.06,0.8,0.31,0.8,0.01,0.8,0.04,0.8,0.05,0.8,0.2,0.8,0.22,0.6,0.18,0.65,0.24,78.12
107,0.8,0.28,0.8,0.2,0.8,0.06,0.8,0.09,0.8,0.29,0.8,0.25,0.8,0.3,0.8,0.03,0.8,0.0,0.8,0.24,0.8,0.15,0.8,0.04,0.8,0.34,0.8,0.38,0.8,0.24,0.8,0.11,0.8,0.26,0.8,0.36,0.8,0.21,0.8,0.32,0.8,0.23,0.8,0.29,0.8,0.02,0.8,0.4,0.45,0.26,0.43,0.27,87.5
108,0.8,0.08,0.8,0.11,0.8,0.31,0.8,0.35,0.8,0.29,0.8,0.11,0.8,0.14,0.8,0.24,0.8,0.06,0.8,0.27,0.8,0.24,0.8,0.29,0.8,0.3,0.8,0.4,0.8,0.26,0.8,0.27,0.8,0.06,0.8,0.0,0.8,0.04,0.8,0.27,0.8,0.0,0.8,0.32,0.8,0.24,0.8,0.26,0.22,0.02,0.63,0.18,89.58
109,0.8,0.39,0.8,0.18,0.8,0.22,0.8,0.38,0.8,0.29,0.8,0.3,0.8,0.05,0.8,0.03,0.8,0.3,0.8,0.28,0.8,0.18,0.8,0.4,0.8,0.01,0.8,0.01,0.8,0.23,0.8,0.35,0.8,0.24,0.8,0.31,0.8,0.37,0.8,0.21,0.8,0.28,0.8,0.31,0.8,0.14,0.8,0.16,0.62,0.19,0.98,0.1,69.79
110,0.8,0.05,0.8,0.38,0.8,0.25,0.8,0.0,0.8,0.39,0.8,0.2,0.8,0.3,0.8,0.19,0.8,0.07,0.8,0.35,0.8,0.24,0.8,0.08,0.8,0.11,0.8,0.16,0.8,0.19,0.8,0.1,0.8,0.12,0.8,0.13,0.8,0.05,0.8,0.08,0.8,0.22,0.8,0.22,0.8,0.33,0.8,0.33,0.89,0.37,0.53,0.07,66.67
111,0.8,0.01,0.8,0.14,0.8,0.23,0.8,0.2,0.8,0.14,0.8,0.09,0.8,0.18,0.8,0.33,0.8,0.1,0.8,0.24,0.8,0.39,0.8,0.24,0.8,0.35,0.8,0.37,0.8,0.2,0.8,0.24,0.8,0.19,0.8,0.08,0.8,0.18,0.8,0.05,0.8,0.38,0.8,0.12,0.8,0.31,0.8,0.19,0.22,0.11,0.76,0.13,87.5
112,0.8,0.04,0.8,0.21,0.8,0.18,0.8,0.02,0.8,0.12,0.8,0.14,0.8,0.2,0.8,0.16,0.8,0.18,0.8,0.04,0.8,0.12,0.8,0.2,0.8,0.03,0.8,0.37,0.8,0.14,0.8,0.32,0.8,0.01,0.8,0.09,0.8,0.19,0.8,0.13,0.8,0.35,0.8,0.11,0.8,0.33,0.8,0.37,0.24,0.32,0.96,0.31,75.0
113,0.8,0.06,0.8,0.36,0.8,0.01,0.8,0.16,0.8,0.22,0.8,0.04,0.8,0.36,0.8,0.06,0.8,0.14,0.8,0.04,0.8,0.29,0.8,0.32,0.8,0.08,0.8,0.39,0.8,0.38,0.8,0.29,0.8,0.08,0.8,0.31,0.8,0.05,0.8,0.06,0.8,0.39,0.8,0.38,0.8,0.06,0.8,0.4,0.22,0.14,0.31,0.36,84.38
114,0.8,0.19,0.8,0.24,0.8,0.24,0.8,0.37,0.8,0.11,0.8,0.39,0.8,0.33,0.8,0.09,0.8,0.14,0.8,0.2,0.8,0.04,0.8,0.08,0.8,0.12,0.8,0.36,0.8,0.4,0.8,0.0,0.8,0.05,0.8,0.01,0.8,0.2,0.8,0.38,0.8,0.1,0.8,0.17,0.8,0.2,0.8,0.26,0.01,0.13,0.08,0.23,87.5
115,0.8,0.33,0.8,0.02,0.8,0.18,0.8,0.28,0.8,0.04,0.8,0.07,0.8,0.16,0.8,0.38,0.8,0.27,0.8,0.29,0.8,0.25,0.8,0.12,0.8,0.32,0.8,0.12,0.8,0.01,0.8,0.1,0.8,0.4,0.8,0.02,0.8,0.36,0.8,0.19,0.8,0.26,0.8,0.22,0.8,0.3,0.8,0.01,0.27,0.36,0.67,0.02,75.0
116,0.8,0.23,0.8,0.37,0.8,0.04,0.8,0.34,0.8,0.16,0.8,0.26,0.8,0.2,0.8,0.39,0.8,0.07,0.8,0.14,0.8,0.27,0.8,0.35,0.8,0.01,0.8,0.11,0.8,0.12,0.8,0.1,0.8,0.1,0.8,0.1,0.8,0.39,0.8,0.03,0.8,0.35,0.8,0.11,0.8,0.04,0.8,0.14,0.85,0.06,0.36,0.1,62.5
117,0.8,0.15,0.8,0.24,0.8,0.32,0.8,0.26,0.8,0.05,0.8,0.3,0.8,0.25,0.8,0.06,0.8,0.35,0.8,0.07,0.8,0.27,0.8,0.19,0.8,0.33,0.8,0.07,0.8,0.2,0.8,0.29,0.8,0.08,0.8,0.28,0.8,0.26,0.8,0.01,0.8,0.35,0.8,0.07,0.8,0.19,0.8,0.33,0.73,0.2,0.45,0.22,81.25
118,0.8,0.26,0.8,0.12,0.8,0.27,0.8,0.05,0.8,0.24,0.8,0.23,0.8,0.01,0.8,0.27,0.8,0.31,0.8,0.36,0.8,0.25,0.8,0.25,0.8,0.4,0.8,0.37,0.8,0.02,0.8,0.1,0.8,0.11,0.8,0.39,0.8,0.4,0.8,0.27,0.8,0.04,0.8,0.04,0.8,0.17,0.8,0.37,0.14,0.31,0.93,0.11,75.0
119,0.8,0.37,0.8,0.02,0.8,0.22,0.8,0.06,0.8,0.08,0.8,0.35,0.8,0.18,0.8,0.1,0.8,0.14,0.8,0.24,0.8,0.0,0.8,0.34,0.8,0.03,0.8,0.22,0.8,0.06,0.8,0.34,0.8,0.16,0.8,0.26,0.8,0.02,0.8,0.22,0.8,0.08,0.8,0.25,0.8,0.39,0.8,0.31,0.53,0.13,0.21,0.21,81.25
120,0.8,0.11,0.8,0.09,0.8,0.28,0.8,0.19,0.8,0.24,0.8,0.0,0.8,0.04,0.8,0.27,0.8,0.14,0.8,0.28,0.8,0.16,0.8,0.02,0.8,0.0,0.8,0.17,0.8,0.02,0.8,0.31,0.8,0.38,0.8,0.33,0.8,0.11,0.8,0.2,0.8,0.14,0.8,0.2,0.8,0.18,0.8,0.01,0.9,0.3,0.78,0.26,60.42
121,0.8,0.24,0.8,0.23,0.8,0.39,0.8,0.23,0.8,0.17,0.8,0.35,0.8,0.37,0.8,0.2,0.8,0.09,0.8,0.38,0.8,0.27,0.8,0.03,0.8,0.2,0.8,0.12,0.8,0.07,0.8,0.11,0.8,0.35,0.8,0.03,0.8,0.26,0.8,0.37,0.8,0.37,0.8,0.07,0.8,0.38,0.8,0.25,0.38,0.24,0.76,0.34,83.33
122,0.8,0.04,0.8,0.39,0.8,0.27,0.8,0.38,0.8,0.35,0.8,0.12,0.8,0.03,0.8,0.3,0.8,0.24,0.8,0.24,0.8,0.21,0.8,0.24,0.8,0.28,0.8,0.24,0.8,0.12,0.8,0.09,0.8,0.36,0.8,0.28,0.8,0.34,0.8,0.09,0.8,0.0,0.8,0.38,0.8,0.09,0.8,0.39,0.31,0.21,0.39,0.07,85.42
123,0.8,0.02,0.8,0.12,0.8,0.24,0.8,0.07,0.8,0.08,0.8,0.0,0.8,0.16,0.8,0.27,0.8,0.11,0.8,0.16,0.8,0.08,0.8,0.27,0.8,0.21,0.8,0.38,0.8,0.21,0.8,0.29,0.8,0.35,0.8,0.12,0.8,0.12,0.8,0.09,0.8,0.11,0.8,0.32,0.8,0.13,0.8,0.38,0.23,0.14,0.57,0.08,79.17
124,0.8,0.34,0.8,0.17,0.8,0.07,0.8,0.14,0.8,0.14,0.8,0.32,0.8,0.14,0.8,0.3,0.8,0.18,0.8,0.08,0.8,0.02,0.8,0.12,0.8,0.16,0.8,0.03,0.8,0.05,0.8,0.11,0.8,0.21,0.8,0.24,0.8,0.31,0.8,0.32,0.8,0.09,0.8,0.37,0.8,0.12,0.8,0.08,0.35,0.1,0.22,0.38,79.17
125,0.8,0.17,0.8,0.11,0.8,0.39,0.8,0.22,0.8,0.33,0.8,0.17,0.8,0.07,0.8,0.05,0.8,0.33,0.8,0.3,0.8,0.02,0.8,0.24,0.8,0.38,0.8,0.26,0.8,0.08,0.8,0.28,0.8,0.17,0.8,0.02,0.8,0.13,0.8,0.28,0.8,0.27,0.8,0.19,0.8,0.09,0.8,0.05,0.52,0.35,0.58,0.04,81.25
126,0.8,0.07,0.8,0.01,0.8,0.19,0.8,0.4,0.8,0.33,0.8,0.09,0.8,0.14,0.8,0.21,0.8,0.21,0.8,0.14,0.8,0.21,0.8,0.22,0.8,0.35,0.8,0.02,0.8,0.08,0.8,0.37,0.8,0.24,0.8,0.18,0.8,0.21,0.8,0.14,0.8,0.19,0.8,0.08,0.8,0.24,0.8,0.12,0.57,0.39,0.11,0.09,69.79
127,0.8,0.24,0.8,0.16,0.8,0.27,0.8,0.11,0.8,0.16,0.8,0.28,0.8,0.09,0.8,0.25,0.8,0.21,0.8,0.29,0.8,0.26,0.8,0.29,0.8,0.28,0.8,0.07,0.8,0.23,0.8,0.25,0.8,0.33,0.8,0.38,0.8,0.18,0.8,0.32,0.8,0.05,0.8,0.39,0.8,0.18,0.8,0.06,0.92,0.08,0.01,0.13,66.67
128,0.8,0.04,0.8,0.19,0.8,0.11,0.8,0.21,0.8,0.17,0.8,0.14,0.8,0.17,0.8,0.34,0.8,0.28,0.8,0.07,0.8,0.25,0.8,0.15,0.8,0.1,0.8,0.24,0.8,0.35,0.8,0.17,0.8,0.11,0.8,0.15,0.8,0.19,0.8,0.0,0.8,0.01,0.8,0.05,0.8,0.3,0.8,0.22,0.34,0.13,0.69,0.34,80.21
129,0.8,0.19,0.8,0.03,0.8,0.28,0.8,0.02,0.8,0.09,0.8,0.01,0.8,0.2,0.8,0.25,0.8,0.24,0.8,0.33,0.8,0.02,0.8,0.19,0.8,0.15,0.8,0.27,0.8,0.0,0.8,0.2,0.8,0.07,0.8,0.37,0.8,0.05,0.8,0.3,0.8,0.25,0.8,0.02,0.8,0.39,0.8,0.38,0.83,0.06,0.46,0.28,70.83
130,0.8,0.3,0.8,0.33,0.8,0.36,0.8,0.38,0.8,0.39,0.8,0.12,0.8,0.12,0.8,0.37,0.8,0.12,0.8,0.21,0.8,0.07,0.8,0.05,0.8,0.02,0.8,0.23,0.8,0.36,0.8,0.26,0.8,0.05,0.8,0.32,0.8,0.17,0.8,0.09,0.8,0.02,0.8,0.13,0.8,0.35,0.8,0.17,0.66,0.35,0.09,0.2,69.79
131,0.8,0.08,0.8,0.09,0.8,0.02,0.8,0.2,0.8,0.35,0.8,0.24,0.8,0.12,0.8,0.18,0.8,0.1,0.8,0.17,0.8,0.31,0.8,0.33,0.8,0.16,0.8,0.3,0.8,0.29,0.8,0.16,0.8,0.4,0.8,0.19,0.8,0.31,0.8,0.35,0.8,0.39,0.8,0.02,0.8,0.0,0.8,0.34,0.87,0.11,0.12,0.3,75.0
132,0.8,0.39,0.8,0.02,0.8,0.0,0.8,0.15,0.8,0.11,0.8,0.26,0.8,0.17,0.8,0.18,0.8,0.11,0.8,0.24,0.8,0.37,0.8,0.39,0.8,0.18,0.8,0.05,0.8,0.4,0.8,0.32,0.8,0.39,0.8,0.27,0.8,0.18,0.8,0.24,0.8,0.31,0.8,0.36,0.8,0.09,0.8,0.11,0.36,0.09,0.78,0.1,88.54
133,0.8,0.38,0.8,0.07,0.8,0.02,0.8,0.37,0.8,0.22,0.8,0.39,0.8,0.38,0.8,0.12,0.8,0.14,0.8,0.39,0.8,0.04,0.8,0.03,0.8,0.08,0.8,0.22,0.8,0.04,0.8,0.23,0.8,0.05,0.8,0.35,0.8,0.18,0.8,0.05,0.8,0.29,0.8,0.15,0.8,0.4,0.8,0.37,0.68,0.26,0.89,0.38,72.92
134,0.8,0.19,0.8,0.22,0.8,0.28,0.8,0.4,0.8,0.13,0.8,0.3,0.8,0.27,0.8,0.02,0.8,0.2,0.8,0.05,0.8,0.4,0.8,0.02,0.8,0.17,0.8,0.28,0.8,0.06,0.8,0.12,0.8,0.17,0.8,0.3,0.8,0.09,0.8,0.27,0.8,0.37,0.8,0.05,0.8,0.3,0.8,0.02,0.89,0.25,0.09,0.4,71.88
135,0.8,0.14,0.8,0.01,0.8,0.07,0.8,0.23,0.8,0.07,0.8,0.26,0.8,0.16,0.8,0.13,0.8,0.3,0.8,0.1,0.8,0.09,0.8,0.24,0.8,0.05,0.8,0.19,0.8,0.08,0.8,0.0,0.8,0.18,0.8,0.14,0.8,0.36,0.8,0.33,0.8,0.33,0.8,0.25,0.8,0.16,0.8,0.33,0.94,0.2,0.13,0.24,64.58
136,0.8,0.35,0.8,0.09,0.8,0.07,0.8,0.28,0.8,0.24,0.8,0.21,0.8,0.06,0.8,0.22,0.8,0.17,0.8,0.05,0.8,0.16,0.8,0.1,0.8,0.29,0.8,0.29,0.8,0.2,0.8,0.13,0.8,0.3,0.8,0.24,0.8,0.39,0.8,0.27,0.8,0.04,0.8,0.22,0.8,0.09,0.8,0.35,0.12,0.34,0.75,0.19,87.5
137,0.8,0.08,0.8,0.18,0.8,0.27,0.8,0.09,0.8,0.17,0.8,0.18,0.8,0.36,0.8,0.02,0.8,0.08,0.8,0.16,0.8,0.4,0.8,0.01,0.8,0.1,0.8,0.17,0.8,0.03,0.8,0.37,0.8,0.37,0.8,0.04,0.8,0.1,0.8,0.33,0.8,0.06,0.8,0.09,0.8,0.15,0.8,0.36,0.47,0.01,0.12,0.32,77.08
138,0.8,0.03,0.8,0.2,0.8,0.17,0.8,0.33,0.8,0.33,0.8,0.27,0.8,0.06,0.8,0.16,0.8,0.29,0.8,0.1,0.8,0.01,0.8,0.39,0.8,0.2,0.8,0.29,0.8,0.21,0.8,0.24,0.8,0.21,0.8,0.12,0.8,0.22,0.8,0.01,0.8,0.03,0.8,0.29,0.8,0.18,0.8,0.33,0.08,0.01,0.72,0.35,91.67
139,0.8,0.32,0.8,0.38,0.8,0.08,0.8,0.01,0.8,0.3,0.8,0.29,0.8,0.12,0.8,0.11,0.8,0.2,0.8,0.22,0.8,0.04,0.8,0.27,0.8,0.0,0.8,0.38,0.8,0.33,0.8,0.06,0.8,0.18,0.8,0.33,0.8,0.12,0.8,0.21,0.8,0.36,0.8,0.23,0.8,0.35,0.8,0.18,0.89,0.23,0.33,0.29,69.79
140,0.8,0.23,0.8,0.15,0.8,0.14,0.8,0.04,0.8,0.09,0.8,0.22,0.8,0.26,0.8,0.21,0.8,0.14,0.8,0.4,0.8,0.19,0.8,0.14,0.8,0.32,0.8,0.11,0.8,0.07,0.8,0.36,0.8,0.34,0.8,0.01,0.8,0.19,0.8,0.28,0.8,0.23,0.8,0.03,0.8,0.1,0.8,0.27,0.32,0.27,0.14,0.31,84.38
141,0.8,0.16,0.8,0.1,0.8,0.27,0.8,0.06,0.8,0.32,0.8,0.18,0.8,0.23,0.8,0.08,0.8,0.23,0.8,0.27,0.8,0.38,0.8,0.13,0.8,0.17,0.8,0.27,0.8,0.15,0.8,0.19,0.8,0.26,0.8,0.06,0.8,0.11,0.8,0.03,0.8,0.35,0.8,0.26,0.8,0.04,0.8,0.11,0.07,0.18,0.58,0.2,87.5
142,0.8,0.14,0.8,0.31,0.8,0.18,0.8,0.3,0.8,0.07,0.8,0.22,0.8,0.02,0.8,0.06,0.8,0.18,0.8,0.31,0.8,0.11,0.8,0.0,0.8,0.12,0.8,0.09,0.8,0.32,0.8,0.19,0.8,0.36,0.8,0.21,0.8,0.27,0.8,0.32,0.8,0.39,0.8,0.05,0.8,0.19,0.8,0.4,0.76,0.37,0.56,0.38,72.92
143,0.8,0.24,0.8,0.1,0.8,0.13,0.8,0.2,0.8,0.4,0.8,0.03,0.8,0.21,0.8,0.19,0.8,0.22,0.8,0.01,0.8,0.34,0.8,0.26,0.8,0.16,0.8,0.35,0.8,0.02,0.8,0.31,0.8,0.32,0.8,0.34,0.8,0.11,0.8,0.36,0.8,0.01,0.8,0.36,0.8,0.08,0.8,0.26,0.43,0.07,0.1,0.06,73.96
144,0.8,0.2,0.8,0.28,0.8,0.35,0.8,0.08,0.8,0.28,0.8,0.28,0.8,0.39,0.8,0.37,0.8,0.32,0.8,0.39,0.8,0.37,0.8,0.02,0.8,0.28,0.8,0.18,0.8,0.25,0.8,0.05,0.8,0.28,0.8,0.28,0.8,0.24,0.8,0.0,0.8,0.28,0.8,0.24,0.8,0.24,0.8,0.17,0.4,0.1,0.94,0.05,90.62
145,0.8,0.3,0.8,0.34,0.8,0.4,0.8,0.0,0.8,0.15,0.8,0.13,0.8,0.22,0.8,0.16,0.8,0.35,0.8,0.11,0.8,0.13,0.8,0.03,0.8,0.25,0.8,0.22,0.8,0.13,0.8,0.14,0.8,0.37,0.8,0.35,0.8,0.23,0.8,0.09,0.8,0.39,0.8,0.25,0.8,0.31,0.8,0.26,0.63,0.33,0.06,0.28,82.29
146,0.8,0.22,0.8,0.22,0.8,0.08,0.8,0.39,0.8,0.01,0.8,0.3,0.8,0.37,0.8,0.02,0.8,0.22,0.8,0.39,0.8,0.11,0.8,0.02,0.8,0.24,0.8,0.03,0.8,0.26,0.8,0.03,0.8,0.04,0.8,0.39,0.8,0.28,0.8,0.29,0.8,0.3,0.8,0.24,0.8,0.09,0.8,0.22,0.56,0.28,0.14,0.31,78.12
147,0.8,0.2,0.8,0.17,0.8,0.32,0.8,0.33,0.8,0.36,0.8,0.05,0.8,0.31,0.8,0.24,0.8,0.35,0.8,0.28,0.8,0.04,0.8,0.17,0.8,0.08,0.8,0.25,0.8,0.32,0.8,0.22,0.8,0.11,0.8,0.31,0.8,0.14,0.8,0.25,0.8,0.2,0.8,0.18,0.8,0.37,0.8,0.13,0.67,0.01,0.14,0.3,78.12
148,0.8,0.17,0.8,0.13,0.8,0.28,0.8,0.02,0.8,0.0,0.8,0.05,0.8,0.11,0.8,0.12,0.8,0.21,0.8,0.3,0.8,0.31,0.8,0.22,0.8,0.0,0.8,0.09,0.8,0.27,0.8,0.39,0.8,0.02,0.8,0.16,0.8,0.03,0.8,0.35,0.8,0.2,0.8,0.31,0.8,0.29,0.8,0.12,0.01,0.37,0.61,0.22,91.67
149,0.8,0.01,0.8,0.37,0.8,0.19,0.8,0.23,0.8,0.37,0.8,0.13,0.8,0.01,0.8,0.07,0.8,0.11,0.8,0.38,0.8,0.27,0.8,0.31,0.8,0.01,0.8,0.36,0.8,0.35,0.8,0.12,0.8,0.21,0.8,0.27,0.8,0.21,0.8,0.11,0.8,0.34,0.8,0.15,0.8,0.39,0.8,0.36,0.35,0.03,0.75,0.3,82.29
150,0.8,0.32,0.8,0.18,0.8,0.03,0.8,0.31,0.8,0.38,0.8,0.2,0.8,0.32,0.8,0.09,0.8,0.31,0.8,0.05,0.8,0.13,0.8,0.32,0.8,0.34,0.8,0.32,0.8,0.22,0.8,0.07,0.8,0.04,0.8,0.22,0.8,0.17,0.8,0.24,0.8,0.07,0.8,0.11,0.8,0.24,0.8,0.11,0.79,0.07,0.03,0.01,65.62
151,0.8,0.35,0.8,0.33,0.8,0.31,0.8,0.05,0.8,0.21,0.8,0.27,0.8,0.28,0.8,0.09,0.8,0.27,0.8,0.25,0.8,0.07,0.8,0.32,0.8,0.24,0.8,0.14,0.8,0.18,0.8,0.31,0.8,0.34,0.8,0.3,0.8,0.15,0.8,0.23,0.8,0.17,0.8,0.27,0.8,0.22,0.8,0.39,0.19,0.38,0.85,0.37,90.62
152,0.8,0.16,0.8,0.22,0.8,0.37,0.8,0.31,0.8,0.0,0.8,0.23,0.8,0.36,0.8,0.2,0.8,0.26,0.8,0.03,0.8,0.12,0.8,0.34,0.8,0.28,0.8,0.06,0.8,0.24,0.8,0.24,0.8,0.11,0.8,0.35,0.8,0.11,0.8,0.36,0.8,0.37,0.8,0.05,0.8,0.0,0.8,0.33,0.27,0.21,0.39,0.29,77.08
153,0.8,0.39,0.8,0.16,0.8,0.16,0.8,0.0,0.8,0.03,0.8,0.32,0.8,0.39,0.8,0.02,0.8,0.26,0.8,0.22,0.8,0.35,0.8,0.26,0.8,0.0,0.8,0.06,0.8,0.05,0.8,0.06,0.8,0.37,0.8,0.12,0.8,0.27,0.8,0.32,0.8,0.28,0.8,0.08,0.8,0.14,0.8,0.3,0.24,0.06,0.46,0.02,80.21
154,0.8,0.4,0.8,0.27,0.8,0.0,0.8,0.25,0.8,0.0,0.8,0.35,0.8,0.16,0.8,0.35,0.8,0.21,0.8,0.29,0.8,0.27,0.8,0.05,0.8,0.06,0.8,0.28,0.8,0.21,0.8,0.1,0.8,0.03,0.8,0.21,0.8,0.35,0.8,0.3,0.8,0.12,0.8,0.33,0.8,0.23,0.8,0.09,0.09,0.31,0.78,0.32,90.62
