Patron;H0_1;H0_2;Qmax_1;Qmax_2;PS1;PS2;Altura;Bomba
1.298;62.74495772;42.5264079;25.05437176;12.53542785;0.5879;0.4121;0;0
1.305;62.74495772;42.5264079;25.05437176;12.53542785;0.4504;0.5496;0;0
1.285;62.74495772;42.5264079;25.05437176;12.53542785;0.1383;0.8617;0;0
1.2;62.74495772;42.5264079;25.05437176;12.53542785;0.6337;0.3663;1;1
1.177;62.74495772;42.5264079;25.05437176;12.53542785;0.5091;0.4909;0;0
1.185;62.74495772;42.5264079;25.05437176;12.53542785;0.381;0.619;0;0
1.136;62.74495772;42.5264079;25.05437176;12.53542785;0.2366;0.7634;0;0
1.093;62.74495772;42.5264079;25.05437176;12.53542785;0.477;0.523;0;0
1.087;62.74495772;42.5264079;25.05437176;12.53542785;0.5517;0.4483;0;0
0.918;62.74495772;42.5264079;25.05437176;12.53542785;0.4654;0.5346;0;0
0.759;62.74495772;42.5264079;25.05437176;12.53542785;0.1939;0.8061;0;0
0.654;73.45759001;23.48548738;19.63492802;42.86357944;0.5862;0.4138;0;0
0.587;73.45759001;23.48548738;19.63492802;42.86357944;0.368;0.632;0;0
0.55;73.45759001;23.48548738;19.63492802;42.86357944;0.0769;0.9231;0;0
0.542;73.45759001;23.48548738;19.63492802;42.86357944;0.4152;0.5848;0;0
0.542;73.45759001;23.48548738;19.63492802;42.86357944;0.4857;0.5143;0;0
0.581;73.45759001;23.48548738;19.63492802;42.86357944;0.5273;0.4727;0;0
0.782;73.45759001;23.48548738;19.63492802;42.86357944;0.5633;0.4367;0;0
1.121;73.45759001;23.48548738;19.63492802;42.86357944;0.802;0.198;1;0
1.103;73.45759001;23.48548738;19.63492802;42.86357944;0.3936;0.6064;0;0
1.176;73.45759001;23.48548738;19.63492802;42.86357944;0.1977;0.8023;0;0
1.277;73.45759001;23.48548738;19.63492802;42.86357944;0.3069;0.6931;0;0
1.318;73.45759001;23.48548738;19.63492802;42.86357944;0.4563;0.5437;0;0
1.325;73.45759001;23.48548738;19.63492802;42.86357944;0.3455;0.6545;0;0
1.298;73.45759001;23.48548738;19.63492802;42.86357944;0.7556;0.2444;1;0
1.305;73.45759001;23.48548738;19.63492802;42.86357944;0.1695;0.8305;0;0
1.285;73.45759001;23.48548738;19.63492802;42.86357944;0.5372;0.4628;0;0
1.2;73.45759001;23.48548738;19.63492802;42.86357944;0.3571;0.6429;0;0
1.177;73.45759001;23.48548738;19.63492802;42.86357944;0.338;0.662;0;0
1.185;73.45759001;23.48548738;19.63492802;42.86357944;0.4286;0.5714;0;0
1.136;73.45759001;23.48548738;19.63492802;42.86357944;0.178;0.822;0;0
1.093;73.45759001;23.48548738;19.63492802;42.86357944;0.9091;0.0909;0;0
1.087;73.45759001;23.48548738;19.63492802;42.86357944;0.3191;0.6809;0;0
0.918;73.45759001;23.48548738;19.63492802;42.86357944;0.871;0.129;1;0
0.759;73.45759001;23.48548738;19.63492802;42.86357944;0.4241;0.5759;0;0
0.654;102.7459977;43.62579134;21.18031887;48.49619611;0.3048;0.6952;0;0
0.587;102.7459977;43.62579134;21.18031887;48.49619611;0.66;0.34;1;1
0.55;102.7459977;43.62579134;21.18031887;48.49619611;0.8352;0.1648;1;1
0.542;102.7459977;43.62579134;21.18031887;48.49619611;0.3205;0.6795;0;0
0.542;102.7459977;43.62579134;21.18031887;48.49619611;0.7241;0.2759;1;1
0.581;102.7459977;43.62579134;21.18031887;48.49619611;0.6187;0.3812;1;1
0.782;102.7459977;43.62579134;21.18031887;48.49619611;0.85;0.15;1;1
1.121;102.7459977;43.62579134;21.18031887;48.49619611;0.04;0.96;0;0
1.103;102.7459977;43.62579134;21.18031887;48.49619611;0.5652;0.4348;0;0
1.176;102.7459977;43.62579134;21.18031887;48.49619611;0.4863;0.5137;0;0
1.277;102.7459977;43.62579134;21.18031887;48.49619611;0.4136;0.5864;0;0
1.318;102.7459977;43.62579134;21.18031887;48.49619611;0.2558;0.7442;0;0
1.325;102.7459977;43.62579134;21.18031887;48.49619611;0.8969;0.1031;0;0
1.298;102.7459977;43.62579134;21.18031887;48.49619611;0.1468;0.8532;0;0
1.305;102.7459977;43.62579134;21.18031887;48.49619611;0.6786;0.3214;1;1
1.285;102.7459977;43.62579134;21.18031887;48.49619611;0.791;0.209;1;0
1.2;102.7459977;43.62579134;21.18031887;48.49619611;0.7459;0.2541;1;1
1.177;102.7459977;43.62579134;21.18031887;48.49619611;0;1;0;0
1.185;102.7459977;43.62579134;21.18031887;48.49619611;0.122;0.878;0;0
1.136;102.7459977;43.62579134;21.18031887;48.49619611;0.04;0.96;0;0
1.093;102.7459977;43.62579134;21.18031887;48.49619611;0.4551;0.5449;0;0
1.087;102.7459977;43.62579134;21.18031887;48.49619611;0.4925;0.5075;0;0
0.918;102.7459977;43.62579134;21.18031887;48.49619611;0.4419;0.5581;0;0
0.759;102.7459977;43.62579134;21.18031887;48.49619611;0.5759;0.4241;1;1
0.654;92.34902292;53.70318215;19.29471743;29.91092978;0.4677;0.5323;1;1
0.587;92.34902292;53.70318215;19.29471743;29.91092978;0.5667;0.4333;1;1
0.55;92.34902292;53.70318215;19.29471743;29.91092978;0.027;0.973;0;0
0.542;92.34902292;53.70318215;19.29471743;29.91092978;0.6364;0.3636;1;1
0.542;92.34902292;53.70318215;19.29471743;29.91092978;0.5966;0.4034;1;1
0.581;92.34902292;53.70318215;19.29471743;29.91092978;0.9589;0.0411;1;1
0.782;92.34902292;53.70318215;19.29471743;29.91092978;0.807;0.193;1;1
1.121;92.34902292;53.70318215;19.29471743;29.91092978;0.5441;0.4559;0;0
1.103;92.34902292;53.70318215;19.29471743;29.91092978;0.637;0.363;1;1
1.176;92.34902292;53.70318215;19.29471743;29.91092978;0.482;0.518;0;0
1.277;92.34902292;53.70318215;19.29471743;29.91092978;0.6465;0.3535;1;1
1.318;92.34902292;53.70318215;19.29471743;29.91092978;0;1;0;0
1.325;92.34902292;53.70318215;19.29471743;29.91092978;0.5602;0.4398;0;0
1.298;92.34902292;53.70318215;19.29471743;29.91092978;0.9709;0.0291;0;0
1.305;92.34902292;53.70318215;19.29471743;29.91092978;0.6234;0.3766;1;1
1.285;92.34902292;53.70318215;19.29471743;29.91092978;0.9314;0.0686;0;0
1.2;92.34902292;53.70318215;19.29471743;29.91092978;0.6778;0.3222;1;1
1.177;92.34902292;53.70318215;19.29471743;29.91092978;0.9306;0.0694;0;0
1.185;92.34902292;53.70318215;19.29471743;29.91092978;0.0568;0.9432;0;0
1.136;92.34902292;53.70318215;19.29471743;29.91092978;0.3929;0.6071;0;0
1.093;92.34902292;53.70318215;19.29471743;29.91092978;0.4943;0.5057;0;0
1.087;92.34902292;53.70318215;19.29471743;29.91092978;0.6667;0.3333;1;1
0.918;92.34902292;53.70318215;19.29471743;29.91092978;0.2422;0.7578;0;0
0.759;92.34902292;53.70318215;19.29471743;29.91092978;0.3636;0.6364;0;0
0.654;82.74299282;75.2094663;16.15859594;25.39809713;0.6351;0.3649;1;1
0.587;82.74299282;75.2094663;16.15859594;25.39809713;0.1961;0.8039;0;0
0.55;82.74299282;75.2094663;16.15859594;25.39809713;0.6818;0.3182;1;1
0.542;82.74299282;75.2094663;16.15859594;25.39809713;0.1;0.9;0;0
0.542;82.74299282;75.2094663;16.15859594;25.39809713;0.3507;0.6493;1;1
0.581;82.74299282;75.2094663;16.15859594;25.39809713;0.6822;0.3178;1;1
0.782;82.74299282;75.2094663;16.15859594;25.39809713;0.9394;0.0606;1;0
1.121;82.74299282;75.2094663;16.15859594;25.39809713;1;0;0;0
1.103;82.74299282;75.2094663;16.15859594;25.39809713;0.3;0.7;0;0
1.176;82.74299282;75.2094663;16.15859594;25.39809713;0.7121;0.2879;1;1
1.277;82.74299282;75.2094663;16.15859594;25.39809713;0.1031;0.8969;0;0
1.318;82.74299282;75.2094663;16.15859594;25.39809713;0.3371;0.6629;0;0
1.325;82.74299282;75.2094663;16.15859594;25.39809713;0.2472;0.7528;0;0
1.298;82.74299282;75.2094663;16.15859594;25.39809713;0.3624;0.6376;0;0
1.305;82.74299282;75.2094663;16.15859594;25.39809713;0.5155;0.4845;0;0
1.285;82.74299282;75.2094663;16.15859594;25.39809713;0.5397;0.4603;1;0
1.2;82.74299282;75.2094663;16.15859594;25.39809713;0.1875;0.8125;0;0
1.177;82.74299282;75.2094663;16.15859594;25.39809713;0.1757;0.8243;0;0
1.185;82.74299282;75.2094663;16.15859594;25.39809713;0.4091;0.5909;0;0
1.136;82.74299282;75.2094663;16.15859594;25.39809713;0.3253;0.6747;0;0
1.093;82.74299282;75.2094663;16.15859594;25.39809713;0.5;0.5;0;0
1.087;82.74299282;75.2094663;16.15859594;25.39809713;0.6526;0.3474;1;1
0.918;82.74299282;75.2094663;16.15859594;25.39809713;0.9231;0.0769;0;0
0.759;82.74299282;75.2094663;16.15859594;25.39809713;0.4636;0.5364;1;1
0.654;48.30291492;34.82608383;11.43976588;20.48104949;0.6667;0.3333;1;1
0.587;48.30291492;34.82608383;11.43976588;20.48104949;0.7436;0.2564;1;1
0.55;48.30291492;34.82608383;11.43976588;20.48104949;0.7222;0.2778;1;1
0.542;48.30291492;34.82608383;11.43976588;20.48104949;0.0179;0.9821;0;0
0.542;48.30291492;34.82608383;11.43976588;20.48104949;0.4643;0.5357;0;0
0.581;48.30291492;34.82608383;11.43976588;20.48104949;0.0515;0.9485;0;0
0.782;48.30291492;34.82608383;11.43976588;20.48104949;0.6;0.4;1;1
1.121;48.30291492;34.82608383;11.43976588;20.48104949;0.8615;0.1385;0;0
1.103;48.30291492;34.82608383;11.43976588;20.48104949;0.5167;0.4833;0;0
1.176;48.30291492;34.82608383;11.43976588;20.48104949;0.8485;0.1515;0;0
1.277;48.30291492;34.82608383;11.43976588;20.48104949;0.7213;0.2787;1;0
1.318;48.30291492;34.82608383;11.43976588;20.48104949;0.281;0.719;0;0
1.325;48.30291492;34.82608383;11.43976588;20.48104949;0.6047;0.3953;0;0
1.298;48.30291492;34.82608383;11.43976588;20.48104949;0.1944;0.8056;0;0
1.305;48.30291492;34.82608383;11.43976588;20.48104949;0.6781;0.3219;1;0
1.285;48.30291492;34.82608383;11.43976588;20.48104949;0.4706;0.5294;0;0
1.2;48.30291492;34.82608383;11.43976588;20.48104949;0.6667;0.3333;1;0
1.177;48.30291492;34.82608383;11.43976588;20.48104949;0.7374;0.2626;1;0
1.185;48.30291492;34.82608383;11.43976588;20.48104949;0.3615;0.6385;0;0
1.136;48.30291492;34.82608383;11.43976588;20.48104949;0.3451;0.6549;0;0
1.093;48.30291492;34.82608383;11.43976588;20.48104949;0.3402;0.6598;0;0
1.087;48.30291492;34.82608383;11.43976588;20.48104949;0.4217;0.5783;0;0
0.918;48.30291492;34.82608383;11.43976588;20.48104949;0.7714;0.2286;1;0
0.759;48.30291492;34.82608383;11.43976588;20.48104949;0.2689;0.7311;0;0
0.654;36.99882654;22.82928571;11.71650071;9.022997465;0.8854;0.1146;0;0
0.587;36.99882654;22.82928571;11.71650071;9.022997465;0.764;0.236;1;1
0.55;36.99882654;22.82928571;11.71650071;9.022997465;0.5741;0.4259;0;0
0.542;36.99882654;22.82928571;11.71650071;9.022997465;0.85;0.15;1;0
0.542;36.99882654;22.82928571;11.71650071;9.022997465;0.087;0.913;0;0
0.581;36.99882654;22.82928571;11.71650071;9.022997465;0.4725;0.5275;0;0
0.782;36.99882654;22.82928571;11.71650071;9.022997465;0.5785;0.4215;0;0
1.121;36.99882654;22.82928571;11.71650071;9.022997465;0.5068;0.4932;0;0
1.103;36.99882654;22.82928571;11.71650071;9.022997465;0.1048;0.8952;0;0
1.176;36.99882654;22.82928571;11.71650071;9.022997465;0.5323;0.4677;0;0
1.277;36.99882654;22.82928571;11.71650071;9.022997465;0.75;0.25;1;0
1.318;36.99882654;22.82928571;11.71650071;9.022997465;0.1176;0.8824;0;0
1.325;36.99882654;22.82928571;11.71650071;9.022997465;0.3909;0.6091;0;0
1.298;36.99882654;22.82928571;11.71650071;9.022997465;0.4357;0.5643;0;0
1.305;36.99882654;22.82928571;11.71650071;9.022997465;0.5122;0.4878;0;0
1.285;36.99882654;22.82928571;11.71650071;9.022997465;0.6632;0.3368;1;0
1.2;36.99882654;22.82928571;11.71650071;9.022997465;0.29;0.71;0;0
1.177;36.99882654;22.82928571;11.71650071;9.022997465;0.4579;0.5421;0;0
1.185;36.99882654;22.82928571;11.71650071;9.022997465;0.7033;0.2967;1;0
1.136;36.99882654;22.82928571;11.71650071;9.022997465;0.1416;0.8584;0;0
1.093;36.99882654;22.82928571;11.71650071;9.022997465;0.7686;0.2314;1;0
1.087;36.99882654;22.82928571;11.71650071;9.022997465;0.473;0.527;0;0
0.918;36.99882654;22.82928571;11.71650071;9.022997465;0.4231;0.5769;0;0
0.759;36.99882654;22.82928571;11.71650071;9.022997465;0.8462;0.1538;0;0
0.654;42.59005091;23.48548738;24.67996778;42.86357944;0.6304;0.3696;1;1
0.587;42.59005091;23.48548738;24.67996778;42.86357944;0.7246;0.2754;1;1
0.55;42.59005091;23.48548738;24.67996778;42.86357944;0.0935;0.9065;0;0
0.542;42.59005091;23.48548738;24.67996778;42.86357944;0.4118;0.5882;0;0
0.542;42.59005091;23.48548738;24.67996778;42.86357944;0.0575;0.9425;0;0
0.581;42.59005091;23.48548738;24.67996778;42.86357944;0.3214;0.6786;0;0
0.782;42.59005091;23.48548738;24.67996778;42.86357944;0.538;0.462;0;0
1.121;42.59005091;23.48548738;24.67996778;42.86357944;0.2603;0.7397;0;0
1.103;42.59005091;23.48548738;24.67996778;42.86357944;0.4146;0.5854;0;0
1.176;42.59005091;23.48548738;24.67996778;42.86357944;0.3276;0.6724;0;0
1.277;42.59005091;23.48548738;24.67996778;42.86357944;0.4114;0.5886;0;0
1.318;42.59005091;23.48548738;24.67996778;42.86357944;0.3793;0.6207;0;0
1.325;42.59005091;23.48548738;24.67996778;42.86357944;0.3986;0.6014;0;0
1.298;42.59005091;23.48548738;24.67996778;42.86357944;0.7091;0.2909;1;1
1.305;42.59005091;23.48548738;24.67996778;42.86357944;0.3467;0.6533;0;0
1.285;42.59005091;23.48548738;24.67996778;42.86357944;0.1714;0.8286;0;0
1.2;42.59005091;23.48548738;24.67996778;42.86357944;0.0729;0.9271;0;0
1.177;42.59005091;23.48548738;24.67996778;42.86357944;0.6267;0.3733;0;0
1.185;42.59005091;23.48548738;24.67996778;42.86357944;0.5116;0.4884;0;0
1.136;42.59005091;23.48548738;24.67996778;42.86357944;0.3881;0.6119;0;0
1.093;42.59005091;23.48548738;24.67996778;42.86357944;0.15;0.85;0;0
1.087;42.59005091;23.48548738;24.67996778;42.86357944;0.6667;0.3333;1;1
0.918;42.59005091;23.48548738;24.67996778;42.86357944;0.0536;0.9464;0;0
0.759;42.59005091;23.48548738;24.67996778;42.86357944;0.7423;0.2577;1;1
0.654;65.08605661;38.07773139;38.31341299;42.63705804;0.9468;0.0532;1;1
0.587;65.08605661;38.07773139;38.31341299;42.63705804;0.8842;0.1158;1;1
0.55;65.08605661;38.07773139;38.31341299;42.63705804;0.5857;0.4143;1;1
0.542;65.08605661;38.07773139;38.31341299;42.63705804;0.2951;0.7049;0;0
0.542;65.08605661;38.07773139;38.31341299;42.63705804;0.4444;0.5556;0;0
0.581;65.08605661;38.07773139;38.31341299;42.63705804;0.5665;0.4335;1;1
0.782;65.08605661;38.07773139;38.31341299;42.63705804;0.4398;0.5602;0;0
1.121;65.08605661;38.07773139;38.31341299;42.63705804;0.4457;0.5543;0;0
1.103;65.08605661;38.07773139;38.31341299;42.63705804;0.3709;0.6291;0;0
1.176;65.08605661;38.07773139;38.31341299;42.63705804;0.4422;0.5578;0;0
1.277;65.08605661;38.07773139;38.31341299;42.63705804;0.0109;0.9891;0;0
1.318;65.08605661;38.07773139;38.31341299;42.63705804;0.3766;0.6234;0;0
1.325;65.08605661;38.07773139;38.31341299;42.63705804;0.2745;0.7255;0;0
1.298;65.08605661;38.07773139;38.31341299;42.63705804;0.4519;0.5481;0;0
1.305;65.08605661;38.07773139;38.31341299;42.63705804;0.5901;0.4099;0;0
1.285;65.08605661;38.07773139;38.31341299;42.63705804;0.6522;0.3478;1;1
1.2;65.08605661;38.07773139;38.31341299;42.63705804;0.5605;0.4395;0;0
1.177;65.08605661;38.07773139;38.31341299;42.63705804;0.92;0.08;0;0
1.185;65.08605661;38.07773139;38.31341299;42.63705804;0.5833;0.4167;0;0
1.136;65.08605661;38.07773139;38.31341299;42.63705804;0.2385;0.7615;0;0
1.093;65.08605661;38.07773139;38.31341299;42.63705804;0.1831;0.8169;0;0
1.087;65.08605661;38.07773139;38.31341299;42.63705804;0.9565;0.0435;0;0
0.918;65.08605661;38.07773139;38.31341299;42.63705804;0.1972;0.8028;0;0
0.759;65.08605661;38.07773139;38.31341299;42.63705804;0.4507;0.5493;0;0
0.654;82.02759933;68.65392909;33.93548594;15.50526272;0.373;0.627;0;0
0.587;82.02759933;68.65392909;33.93548594;15.50526272;0.4648;0.5352;1;1
0.55;82.02759933;68.65392909;33.93548594;15.50526272;0.7311;0.2689;1;1
0.542;82.02759933;68.65392909;33.93548594;15.50526272;0.0968;0.9032;0;0
0.542;82.02759933;68.65392909;33.93548594;15.50526272;0.3247;0.6753;0;0
0.581;82.02759933;68.65392909;33.93548594;15.50526272;0.7706;0.2294;1;1
0.782;82.02759933;68.65392909;33.93548594;15.50526272;0.6395;0.3605;1;1
1.121;82.02759933;68.65392909;33.93548594;15.50526272;0.4532;0.5468;0;0
1.103;82.02759933;68.65392909;33.93548594;15.50526272;0.5409;0.4591;1;0
1.176;82.02759933;68.65392909;33.93548594;15.50526272;0.2174;0.7826;0;0
1.277;82.02759933;68.65392909;33.93548594;15.50526272;0.7638;0.2362;1;1
1.318;82.02759933;68.65392909;33.93548594;15.50526272;0.7703;0.2297;1;1
1.325;82.02759933;68.65392909;33.93548594;15.50526272;0.477;0.523;0;0
1.298;82.02759933;68.65392909;33.93548594;15.50526272;0.9123;0.0877;0;0
1.305;82.02759933;68.65392909;33.93548594;15.50526272;0.2288;0.7712;0;0
1.285;82.02759933;68.65392909;33.93548594;15.50526272;0.8;0.2;1;1
1.2;82.02759933;68.65392909;33.93548594;15.50526272;0.55;0.45;1;0
1.177;82.02759933;68.65392909;33.93548594;15.50526272;0;1;0;0
1.185;82.02759933;68.65392909;33.93548594;15.50526272;0.5243;0.4757;0;0
1.136;82.02759933;68.65392909;33.93548594;15.50526272;0.6822;0.3178;1;1
1.093;82.02759933;68.65392909;33.93548594;15.50526272;0.4268;0.5732;0;0
1.087;82.02759933;68.65392909;33.93548594;15.50526272;0.2373;0.7627;0;0
0.918;82.02759933;68.65392909;33.93548594;15.50526272;0.7339;0.2661;1;1
0.759;82.02759933;68.65392909;33.93548594;15.50526272;0.9875;0.0125;0;0
0.654;69.7922371;75.2094663;18.72817991;25.39809713;0.4857;0.5143;1;1
0.587;69.7922371;75.2094663;18.72817991;25.39809713;0.5116;0.4884;1;1
0.55;69.7922371;75.2094663;18.72817991;25.39809713;0.1562;0.8438;0;0
0.542;69.7922371;75.2094663;18.72817991;25.39809713;0.3932;0.6068;1;1
0.542;69.7922371;75.2094663;18.72817991;25.39809713;0.5915;0.4085;1;1
0.581;69.7922371;75.2094663;18.72817991;25.39809713;0.697;0.303;1;1
0.782;69.7922371;75.2094663;18.72817991;25.39809713;0.2045;0.7955;0;0
1.121;69.7922371;75.2094663;18.72817991;25.39809713;0.708;0.292;1;1
1.103;69.7922371;75.2094663;18.72817991;25.39809713;0.4211;0.5789;0;0
1.176;69.7922371;75.2094663;18.72817991;25.39809713;0.3217;0.6783;0;0
1.277;69.7922371;75.2094663;18.72817991;25.39809713;0.4615;0.5385;0;0
1.318;69.7922371;75.2094663;18.72817991;25.39809713;0.2778;0.7222;0;0
1.325;69.7922371;75.2094663;18.72817991;25.39809713;0.6975;0.3025;1;1
1.298;69.7922371;75.2094663;18.72817991;25.39809713;0.7723;0.2277;1;0
1.305;69.7922371;75.2094663;18.72817991;25.39809713;0.5864;0.4136;1;1
1.285;69.7922371;75.2094663;18.72817991;25.39809713;0.5634;0.4366;1;1
1.2;69.7922371;75.2094663;18.72817991;25.39809713;0.9753;0.0247;0;0
1.177;69.7922371;75.2094663;18.72817991;25.39809713;0.4384;0.5616;0;0
1.185;69.7922371;75.2094663;18.72817991;25.39809713;0.2;0.8;0;0
1.136;69.7922371;75.2094663;18.72817991;25.39809713;0.5182;0.4818;1;0
1.093;69.7922371;75.2094663;18.72817991;25.39809713;0.274;0.726;0;0
1.087;69.7922371;75.2094663;18.72817991;25.39809713;0.5165;0.4835;1;0
0.918;69.7922371;75.2094663;18.72817991;25.39809713;0.3172;0.6828;0;0
0.759;69.7922371;75.2094663;18.72817991;25.39809713;0.6016;0.3984;1;1
0.654;102.7459977;44.44081463;21.18031887;12.99202022;0.3103;0.6897;0;0
0.587;102.7459977;44.44081463;21.18031887;12.99202022;0.3704;0.6296;0;0
0.55;102.7459977;44.44081463;21.18031887;12.99202022;0.5693;0.4307;1;1
0.542;102.7459977;44.44081463;21.18031887;12.99202022;0.379;0.621;0;0
0.542;102.7459977;44.44081463;21.18031887;12.99202022;0.3677;0.6323;0;0
0.581;102.7459977;44.44081463;21.18031887;12.99202022;0.3975;0.6025;0;0
0.782;102.7459977;44.44081463;21.18031887;12.99202022;0.1461;0.8539;0;0
1.121;102.7459977;44.44081463;21.18031887;12.99202022;0.0488;0.9512;0;0
1.103;102.7459977;44.44081463;21.18031887;12.99202022;0.5769;0.4231;1;0
1.176;102.7459977;44.44081463;21.18031887;12.99202022;0.3951;0.6049;0;0
1.277;102.7459977;44.44081463;21.18031887;12.99202022;0.4839;0.5161;0;0
1.318;102.7459977;44.44081463;21.18031887;12.99202022;0.0909;0.9091;0;0
1.325;102.7459977;44.44081463;21.18031887;12.99202022;0.5357;0.4643;0;0
1.298;102.7459977;44.44081463;21.18031887;12.99202022;0.1481;0.8519;0;0
1.305;102.7459977;44.44081463;21.18031887;12.99202022;0.5068;0.4932;0;0
1.285;102.7459977;44.44081463;21.18031887;12.99202022;0.625;0.375;1;0
1.2;102.7459977;44.44081463;21.18031887;12.99202022;0.9529;0.0471;0;0
1.177;102.7459977;44.44081463;21.18031887;12.99202022;0.25;0.75;0;0
1.185;102.7459977;44.44081463;21.18031887;12.99202022;0.4444;0.5556;0;0
1.136;102.7459977;44.44081463;21.18031887;12.99202022;0.3474;0.6526;0;0
1.093;102.7459977;44.44081463;21.18031887;12.99202022;0.5079;0.4921;0;0
1.087;102.7459977;44.44081463;21.18031887;12.99202022;0.4;0.6;0;0
0.918;102.7459977;44.44081463;21.18031887;12.99202022;0.625;0.375;1;1
0.759;102.7459977;44.44081463;21.18031887;12.99202022;0.3488;0.6512;0;0
0.654;65.68771564;62.74495772;25.37551238;25.05437176;0.5098;0.4902;1;1
0.587;65.68771564;62.74495772;25.37551238;25.05437176;0.2447;0.7553;0;0
0.55;65.68771564;62.74495772;25.37551238;25.05437176;0.45;0.55;1;1
0.542;65.68771564;62.74495772;25.37551238;25.05437176;0.4112;0.5888;1;1
0.542;65.68771564;62.74495772;25.37551238;25.05437176;0.0833;0.9167;0;0
0.581;65.68771564;62.74495772;25.37551238;25.05437176;0.4854;0.5146;1;1
0.782;65.68771564;62.74495772;25.37551238;25.05437176;0.1842;0.8158;0;0
1.121;65.68771564;62.74495772;25.37551238;25.05437176;0.0106;0.9894;0;0
1.103;65.68771564;62.74495772;25.37551238;25.05437176;0.3472;0.6528;0;0
1.176;65.68771564;62.74495772;25.37551238;25.05437176;0.9674;0.0326;0;0
1.277;65.68771564;62.74495772;25.37551238;25.05437176;0.4912;0.5088;0;0
1.318;65.68771564;62.74495772;25.37551238;25.05437176;0.2593;0.7407;0;0
1.325;65.68771564;62.74495772;25.37551238;25.05437176;0.3642;0.6358;0;0
1.298;65.68771564;62.74495772;25.37551238;25.05437176;0.597;0.403;1;1
1.305;65.68771564;62.74495772;25.37551238;25.05437176;0.5379;0.4621;0;0
1.285;65.68771564;62.74495772;25.37551238;25.05437176;0.1639;0.8361;0;0
1.2;65.68771564;62.74495772;25.37551238;25.05437176;0.4013;0.5987;0;0
1.177;65.68771564;62.74495772;25.37551238;25.05437176;0.3642;0.6358;0;0
1.185;65.68771564;62.74495772;25.37551238;25.05437176;0.4596;0.5404;0;0
1.136;65.68771564;62.74495772;25.37551238;25.05437176;0.9518;0.0482;0;0
1.093;65.68771564;62.74495772;25.37551238;25.05437176;0.6306;0.3694;1;1
1.087;65.68771564;62.74495772;25.37551238;25.05437176;0.125;0.875;0;0
0.918;65.68771564;62.74495772;25.37551238;25.05437176;0.9808;0.0192;0;0
0.759;65.68771564;62.74495772;25.37551238;25.05437176;0.6;0.4;1;1
0.654;27.99226511;53.70318215;17.03922295;29.91092978;0.066;0.934;0;0
0.587;27.99226511;53.70318215;17.03922295;29.91092978;0.8435;0.1565;1;0
0.55;27.99226511;53.70318215;17.03922295;29.91092978;0.1651;0.8349;0;0
0.542;27.99226511;53.70318215;17.03922295;29.91092978;0.4734;0.5266;1;1
0.542;27.99226511;53.70318215;17.03922295;29.91092978;0.3235;0.6765;0;0
0.581;27.99226511;53.70318215;17.03922295;29.91092978;0.32;0.68;0;0
0.782;27.99226511;53.70318215;17.03922295;29.91092978;0;1;0;0
1.121;27.99226511;53.70318215;17.03922295;29.91092978;0.8514;0.1486;0;0
1.103;27.99226511;53.70318215;17.03922295;29.91092978;0.7667;0.2333;1;0
1.176;27.99226511;53.70318215;17.03922295;29.91092978;0.8214;0.1786;0;0
1.277;27.99226511;53.70318215;17.03922295;29.91092978;0.566;0.434;0;0
1.318;27.99226511;53.70318215;17.03922295;29.91092978;0.98;0.02;0;0
1.325;27.99226511;53.70318215;17.03922295;29.91092978;0.2048;0.7952;0;0
1.298;27.99226511;53.70318215;17.03922295;29.91092978;0.0256;0.9744;0;0
1.305;27.99226511;53.70318215;17.03922295;29.91092978;0;1;0;0
1.285;27.99226511;53.70318215;17.03922295;29.91092978;0.4754;0.5246;0;0
1.2;27.99226511;53.70318215;17.03922295;29.91092978;0.2286;0.7714;0;0
1.177;27.99226511;53.70318215;17.03922295;29.91092978;0.9355;0.0645;0;0
1.185;27.99226511;53.70318215;17.03922295;29.91092978;0.7126;0.2874;1;0
1.136;27.99226511;53.70318215;17.03922295;29.91092978;0.8356;0.1644;0;0
1.093;27.99226511;53.70318215;17.03922295;29.91092978;0.2135;0.7865;0;0
1.087;27.99226511;53.70318215;17.03922295;29.91092978;0.0392;0.9608;0;0
0.918;27.99226511;53.70318215;17.03922295;29.91092978;0.0247;0.9753;0;0
0.759;27.99226511;53.70318215;17.03922295;29.91092978;0.368;0.632;0;0
0.654;44.44081463;62.74495772;12.99202022;25.05437176;0.687;0.313;1;1
0.587;44.44081463;62.74495772;12.99202022;25.05437176;0.5275;0.4725;1;1
0.55;44.44081463;62.74495772;12.99202022;25.05437176;0.6;0.4;1;1
0.542;44.44081463;62.74495772;12.99202022;25.05437176;0.3368;0.6632;0;0
0.542;44.44081463;62.74495772;12.99202022;25.05437176;0.5276;0.4724;1;1
0.581;44.44081463;62.74495772;12.99202022;25.05437176;0.9524;0.0476;0;0
0.782;44.44081463;62.74495772;12.99202022;25.05437176;0.6263;0.3737;1;1
1.121;44.44081463;62.74495772;12.99202022;25.05437176;0.9688;0.0312;0;0
1.103;44.44081463;62.74495772;12.99202022;25.05437176;1;0;0;0
1.176;44.44081463;62.74495772;12.99202022;25.05437176;0.5068;0.4932;0;0
1.277;44.44081463;62.74495772;12.99202022;25.05437176;0.64;0.36;1;0
1.318;44.44081463;62.74495772;12.99202022;25.05437176;0.55;0.45;0;0
